date,pool_price
2025-07-26,9.389565217391304
2025-07-27,11.429130434782609
2025-07-28,15.630869565217392
2025-07-29,47.67
2025-07-30,90.18695652173913
2025-07-31,48.15260869565218
2025-08-01,94.00521739130434
2025-08-02,52.38347826086956
2025-08-03,20.098695652173912
2025-08-04,14.725217391304348
2025-08-05,159.09130434782608
2025-08-06,19.081739130434784
2025-08-07,8.737826086956522
2025-08-08,5.916956521739131
2025-08-09,38.07347826086957
2025-08-10,22.257391304347827
2025-08-11,55.780869565217394
2025-08-12,37.834782608695654
2025-08-13,8.34
2025-08-14,13.478695652173913
2025-08-15,9.949565217391305
2025-08-16,5.4113043478260865
2025-08-17,51.487826086956524
2025-08-18,42.985217391304346
2025-08-19,98.40173913043479
2025-08-20,16.022173913043478
2025-08-21,14.196956521739132
2025-08-22,21.645652173913046
2025-08-23,21.109565217391303
2025-08-24,63.42173913043477
2025-08-25,145.72826086956522
2025-08-26,147.64217391304348
2025-08-27,62.022608695652174
2025-08-28,165.61434782608697
2025-08-29,98.58695652173913
2025-08-30,39.10434782608696
2025-08-31,31.05304347826087
2025-09-01,84.2995652173913
2025-09-02,139.1004347826087
2025-09-03,41.24130434782609
2025-09-04,17.074347826086957
2025-09-05,53.38347826086956
2025-09-06,22.902173913043477
2025-09-07,36.20869565217391
2025-09-08,424.9760869565218
2025-09-09,42.479565217391304
2025-09-10,114.38521739130435
2025-09-11,234.68043478260867
2025-09-12,31.400000000000002
2025-09-13,81.10695652173914
2025-09-14,38.918260869565216
2025-09-15,17.7
2025-09-16,219.0908695652174
2025-09-17,14.820869565217391
2025-09-18,37.329130434782606
2025-09-19,239.04434782608698
2025-09-20,12.071304347826086
2025-09-21,0.777391304347826
2025-09-22,17.15869565217391
2025-09-23,93.8395652173913
2025-09-24,164.2786956521739
2025-09-25,2.4182608695652172
2025-09-26,7.856086956521739
2025-09-27,0.8626086956521739
2025-09-28,17.344347826086956
2025-09-29,5.56391304347826
2025-09-30,47.47217391304348
2025-10-01,6.757826086956522
2025-10-02,35.83086956521739
2025-10-03,40.08304347826087
2025-10-04,35.13608695652174
2025-10-05,14.227826086956522
2025-10-06,144.38304347826087
2025-10-07,10.663478260869566
2025-10-08,68.11652173913043
2025-10-09,99.1895652173913
2025-10-10,46.96826086956521
2025-10-11,4.316521739130435
2025-10-12,9.231739130434784
2025-10-13,32.563478260869566
2025-10-14,58.834782608695654
2025-10-15,33.466521739130435
2025-10-16,83.16
2025-10-17,17.95
2025-10-18,14.403478260869566
2025-10-19,17.475652173913044
2025-10-20,21.76
2025-10-21,13.118260869565216
2025-10-22,36.60391304347826
2025-10-23,13.029565217391305
2025-10-24,12.671739130434782
2025-10-25,11.523913043478261
2025-10-26,5.6265217391304345
2025-10-27,14.479130434782608
2025-10-28,29.88608695652174
2025-10-29,1.7834782608695654
2025-10-30,75.4495652173913
2025-10-31,34.0104347826087
2025-11-01,11.821304347826086
2025-11-02,8.93086956521739
2025-11-03,160.17782608695651
2025-11-04,292.95217391304345
2025-11-05,31.36826086956522
2025-11-06,87.15260869565216
2025-11-07,35.69913043478261
2025-11-08,109.2613043478261
2025-11-09,19.28608695652174
2025-11-10,9.429565217391303
2025-11-11,40.06173913043478
2025-11-12,47.18130434782609
2025-11-13,4.064782608695652
2025-11-14,46.01652173913043
2025-11-15,61.98130434782608
2025-11-16,25.51695652173913
2025-11-17,39.30565217391304
2025-11-18,145.3782608695652
2025-11-19,98.22695652173914
2025-11-20,33.87173913043478
2025-11-21,23.928695652173914
2025-11-22,23.924347826086954
2025-11-23,34.92217391304348
2025-11-24,39.8095652173913
2025-11-25,57.65260869565218
2025-11-26,58.27304347826087
2025-11-27,75.0613043478261
2025-11-28,55.071739130434786
2025-11-29,32.62608695652174
2025-11-30,38.00217391304348
2025-12-01,27.063478260869562
2025-12-02,25.109565217391303
2025-12-03,39.6695652173913
2025-12-04,22.80130434782609
2025-12-05,39.73739130434783
2025-12-06,49.17695652173913
2025-12-07,37.219130434782606
2025-12-08,15.876956521739132
2025-12-09,59.01260869565217
2025-12-10,35.94434782608696
2025-12-11,41.65956521739131
2025-12-12,57.23
2025-12-13,47.528695652173916
2025-12-14,19.78608695652174
2025-12-15,7.450869565217391
2025-12-16,21.069565217391304
2025-12-17,21.270434782608696
2025-12-18,26.452608695652174
2025-12-19,20.566086956521737
2025-12-20,40.13173913043478
2025-12-21,108.94739130434782
2025-12-22,157.37869565217392
2025-12-23,34.246521739130436
2025-12-24,45.90347826086956
2025-12-25,47.866956521739134
2025-12-26,54.699999999999996
2025-12-27,23.122173913043476
2025-12-28,30.179565217391303
2025-12-29,21.29869565217391
2025-12-30,17.788260869565217
2025-12-31,20.390434782608697
2026-01-01,78.19565217391305
2026-01-02,82.03782608695651
2026-01-03,44.86913043478261
2026-01-04,53.81652173913044
2026-01-05,377.7317391304348
2026-01-06,13.431304347826087
2026-01-07,13.546086956521739
2026-01-08,16.893478260869564
2026-01-09,17.592173913043478
2026-01-10,3.7265217391304346
2026-01-11,7.706521739130435
2026-01-12,6.033043478260869
2026-01-13,18.890434782608693
2026-01-14,5.908695652173913
2026-01-15,4.022173913043479
2026-01-16,12.084782608695651
2026-01-17,4.8591304347826085
2026-01-18,41.616521739130434
2026-01-19,27.74434782608696
2026-01-20,15.230434782608697
2026-01-21,19.329565217391302
2026-01-22,56.22913043478261
2026-01-23,47.50086956521739
2026-01-24,66.1595652173913
2026-01-25,30.899130434782606
2026-01-26,43.52565217391304
2026-01-27,32.20739130434782
2026-01-28,40.071304347826086
2026-01-29,36.047391304347826
2026-01-30,13.267391304347825
2026-01-31,15.766521739130434
2026-02-01,30.157826086956522
2026-02-02,17.465652173913043
2026-02-03,20.77695652173913
2026-02-04,6.842173913043479
2026-02-05,18.119565217391305
2026-02-06,14.243913043478262
2026-02-07,6.752173913043479
2026-02-08,5.025217391304348
2026-02-09,33.32260869565217
2026-02-10,15.392608695652173
2026-02-11,18.825652173913046
2026-02-12,16.643478260869564
2026-02-13,21.00086956521739
2026-02-14,12.730434782608697
2026-02-15,15.343043478260869
2026-02-16,15.457391304347825
2026-02-17,12.998260869565216
2026-02-18,23.920434782608694
2026-02-19,67.42652173913044
2026-02-20,51.90695652173913
2026-02-21,39.46086956521739
2026-02-22,12.395652173913044
2026-02-23,26.358260869565218
2026-02-24,21.729565217391304
2026-02-25,3.4317391304347824
2026-02-26,2.5817391304347828
2026-02-27,26.49173913043478
2026-02-28,77.30347826086957
